schedule_index,part_id,layer_id,fixed_start_cell_id,solver_status,result_start_cell_id,result_end_cell_id,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,layer_total_time_s,base_layer_total_time_s,delta_time_s,delta_time_percent,path_difference_rate,path_cell_ids
1,part_A,1,L01_C014,OPTIMAL,L01_C014,L01_C001,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.513514,L01_C014|L01_C009|L01_C004|L01_C005|L01_C010|L01_C015|L01_C019|L01_C018|L01_C022|L01_C023|L01_C028|L01_C033|L01_C038|L01_C037|L01_C032|L01_C027|L01_C026|L01_C031|L01_C036|L01_C035|L01_C034|L01_C029|L01_C030|L01_C025|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C006|L01_C007|L01_C012|L01_C013|L01_C008|L01_C003|L01_C002|L01_C001
1,part_A,1,L01_C015,OPTIMAL,L01_C015,L01_C028,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.891892,L01_C015|L01_C014|L01_C013|L01_C012|L01_C007|L01_C008|L01_C009|L01_C010|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C006|L01_C011|L01_C016|L01_C017|L01_C021|L01_C020|L01_C024|L01_C025|L01_C030|L01_C029|L01_C034|L01_C035|L01_C036|L01_C037|L01_C038|L01_C033|L01_C032|L01_C031|L01_C026|L01_C027|L01_C022|L01_C018|L01_C019|L01_C023|L01_C028
1,part_A,1,L01_C016,OPTIMAL,L01_C016,L01_C001,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.918919,L01_C016|L01_C011|L01_C006|L01_C007|L01_C008|L01_C009|L01_C014|L01_C013|L01_C012|L01_C017|L01_C021|L01_C020|L01_C024|L01_C029|L01_C034|L01_C035|L01_C036|L01_C031|L01_C030|L01_C025|L01_C026|L01_C027|L01_C032|L01_C037|L01_C038|L01_C033|L01_C028|L01_C023|L01_C022|L01_C018|L01_C019|L01_C015|L01_C010|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001
1,part_A,1,L01_C017,OPTIMAL,L01_C017,L01_C016,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.918919,L01_C017|L01_C021|L01_C020|L01_C024|L01_C029|L01_C034|L01_C035|L01_C036|L01_C031|L01_C030|L01_C025|L01_C026|L01_C027|L01_C032|L01_C037|L01_C038|L01_C033|L01_C028|L01_C023|L01_C022|L01_C018|L01_C019|L01_C015|L01_C014|L01_C013|L01_C012|L01_C007|L01_C008|L01_C009|L01_C010|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C006|L01_C011|L01_C016
1,part_A,1,L01_C018,OPTIMAL,L01_C018,L01_C038,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.864865,L01_C018|L01_C019|L01_C015|L01_C010|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C006|L01_C007|L01_C008|L01_C009|L01_C014|L01_C013|L01_C012|L01_C011|L01_C016|L01_C017|L01_C021|L01_C020|L01_C024|L01_C025|L01_C030|L01_C029|L01_C034|L01_C035|L01_C036|L01_C037|L01_C032|L01_C031|L01_C026|L01_C027|L01_C022|L01_C023|L01_C028|L01_C033|L01_C038
1,part_A,1,L01_C019,OPTIMAL,L01_C019,L01_C003,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.189189,L01_C019|L01_C015|L01_C010|L01_C005|L01_C004|L01_C009|L01_C008|L01_C013|L01_C014|L01_C018|L01_C022|L01_C023|L01_C028|L01_C027|L01_C032|L01_C033|L01_C038|L01_C037|L01_C036|L01_C031|L01_C026|L01_C025|L01_C030|L01_C035|L01_C034|L01_C029|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C012|L01_C007|L01_C006|L01_C001|L01_C002|L01_C003
1,part_A,1,L01_C020,OPTIMAL,L01_C020,L01_C021,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.945946,L01_C020|L01_C024|L01_C025|L01_C030|L01_C029|L01_C034|L01_C035|L01_C036|L01_C037|L01_C038|L01_C033|L01_C032|L01_C031|L01_C026|L01_C027|L01_C028|L01_C023|L01_C022|L01_C018|L01_C019|L01_C015|L01_C010|L01_C005|L01_C004|L01_C009|L01_C014|L01_C013|L01_C008|L01_C003|L01_C002|L01_C001|L01_C006|L01_C007|L01_C012|L01_C011|L01_C016|L01_C017|L01_C021
1,part_A,1,L01_C021,OPTIMAL,L01_C021,L01_C007,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.810811,L01_C021|L01_C017|L01_C016|L01_C020|L01_C024|L01_C025|L01_C026|L01_C027|L01_C032|L01_C031|L01_C030|L01_C029|L01_C034|L01_C035|L01_C036|L01_C037|L01_C038|L01_C033|L01_C028|L01_C023|L01_C022|L01_C018|L01_C019|L01_C015|L01_C010|L01_C005|L01_C004|L01_C009|L01_C014|L01_C013|L01_C012|L01_C011|L01_C006|L01_C001|L01_C002|L01_C003|L01_C008|L01_C007
1,part_A,1,L01_C022,OPTIMAL,L01_C022,L01_C015,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.486486,L01_C022|L01_C018|L01_C019|L01_C023|L01_C028|L01_C033|L01_C038|L01_C037|L01_C032|L01_C027|L01_C026|L01_C031|L01_C036|L01_C035|L01_C034|L01_C029|L01_C030|L01_C025|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C006|L01_C001|L01_C002|L01_C003|L01_C008|L01_C007|L01_C012|L01_C013|L01_C014|L01_C009|L01_C004|L01_C005|L01_C010|L01_C015
1,part_A,1,L01_C023,OPTIMAL,L01_C023,L01_C034,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.891892,L01_C023|L01_C022|L01_C018|L01_C019|L01_C015|L01_C010|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C006|L01_C007|L01_C008|L01_C009|L01_C014|L01_C013|L01_C012|L01_C011|L01_C016|L01_C017|L01_C021|L01_C020|L01_C024|L01_C029|L01_C030|L01_C025|L01_C026|L01_C031|L01_C032|L01_C027|L01_C028|L01_C033|L01_C038|L01_C037|L01_C036|L01_C035|L01_C034
1,part_A,1,L01_C024,OPTIMAL,L01_C024,L01_C023,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.567568,L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C006|L01_C001|L01_C002|L01_C007|L01_C012|L01_C013|L01_C008|L01_C003|L01_C004|L01_C005|L01_C010|L01_C009|L01_C014|L01_C015|L01_C019|L01_C018|L01_C022|L01_C027|L01_C032|L01_C031|L01_C026|L01_C025|L01_C030|L01_C029|L01_C034|L01_C035|L01_C036|L01_C037|L01_C038|L01_C033|L01_C028|L01_C023
1,part_A,1,L01_C025,OPTIMAL,L01_C025,L01_C034,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.243243,L01_C025|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C012|L01_C007|L01_C006|L01_C001|L01_C002|L01_C003|L01_C008|L01_C013|L01_C014|L01_C009|L01_C004|L01_C005|L01_C010|L01_C015|L01_C019|L01_C018|L01_C022|L01_C023|L01_C028|L01_C027|L01_C026|L01_C031|L01_C032|L01_C033|L01_C038|L01_C037|L01_C036|L01_C035|L01_C030|L01_C029|L01_C034
1,part_A,1,L01_C026,OPTIMAL,L01_C026,L01_C005,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.432432,L01_C026|L01_C027|L01_C022|L01_C018|L01_C019|L01_C023|L01_C028|L01_C033|L01_C038|L01_C037|L01_C032|L01_C031|L01_C036|L01_C035|L01_C034|L01_C029|L01_C030|L01_C025|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C012|L01_C007|L01_C006|L01_C001|L01_C002|L01_C003|L01_C008|L01_C013|L01_C014|L01_C015|L01_C010|L01_C009|L01_C004|L01_C005
1,part_A,1,L01_C027,OPTIMAL,L01_C027,L01_C038,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.270270,L01_C027|L01_C026|L01_C031|L01_C032|L01_C037|L01_C036|L01_C035|L01_C034|L01_C029|L01_C030|L01_C025|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C012|L01_C007|L01_C006|L01_C001|L01_C002|L01_C003|L01_C008|L01_C013|L01_C014|L01_C009|L01_C004|L01_C005|L01_C010|L01_C015|L01_C019|L01_C018|L01_C022|L01_C023|L01_C028|L01_C033|L01_C038
1,part_A,1,L01_C028,OPTIMAL,L01_C028,L01_C001,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.486486,L01_C028|L01_C023|L01_C019|L01_C015|L01_C014|L01_C018|L01_C022|L01_C027|L01_C032|L01_C033|L01_C038|L01_C037|L01_C036|L01_C031|L01_C026|L01_C025|L01_C030|L01_C035|L01_C034|L01_C029|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C006|L01_C007|L01_C012|L01_C013|L01_C008|L01_C009|L01_C010|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001
1,part_A,1,L01_C029,OPTIMAL,L01_C029,L01_C032,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.405405,L01_C029|L01_C034|L01_C035|L01_C030|L01_C025|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C006|L01_C001|L01_C002|L01_C007|L01_C012|L01_C013|L01_C014|L01_C009|L01_C008|L01_C003|L01_C004|L01_C005|L01_C010|L01_C015|L01_C019|L01_C018|L01_C022|L01_C023|L01_C028|L01_C033|L01_C038|L01_C037|L01_C036|L01_C031|L01_C026|L01_C027|L01_C032
1,part_A,1,L01_C030,OPTIMAL,L01_C030,L01_C011,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.864865,L01_C030|L01_C031|L01_C032|L01_C027|L01_C026|L01_C025|L01_C021|L01_C017|L01_C016|L01_C020|L01_C024|L01_C029|L01_C034|L01_C035|L01_C036|L01_C037|L01_C038|L01_C033|L01_C028|L01_C023|L01_C022|L01_C018|L01_C019|L01_C015|L01_C014|L01_C009|L01_C010|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C006|L01_C007|L01_C008|L01_C013|L01_C012|L01_C011
1,part_A,1,L01_C031,OPTIMAL,L01_C031,L01_C028,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.324324,L01_C031|L01_C030|L01_C025|L01_C026|L01_C027|L01_C032|L01_C033|L01_C038|L01_C037|L01_C036|L01_C035|L01_C034|L01_C029|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C012|L01_C013|L01_C008|L01_C007|L01_C006|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C010|L01_C009|L01_C014|L01_C015|L01_C019|L01_C018|L01_C022|L01_C023|L01_C028
1,part_A,1,L01_C032,OPTIMAL,L01_C032,L01_C013,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.972973,L01_C032|L01_C037|L01_C038|L01_C033|L01_C028|L01_C023|L01_C019|L01_C015|L01_C010|L01_C005|L01_C004|L01_C009|L01_C008|L01_C003|L01_C002|L01_C001|L01_C006|L01_C007|L01_C012|L01_C011|L01_C016|L01_C017|L01_C021|L01_C020|L01_C024|L01_C029|L01_C034|L01_C035|L01_C036|L01_C031|L01_C030|L01_C025|L01_C026|L01_C027|L01_C022|L01_C018|L01_C014|L01_C013
1,part_A,1,L01_C033,OPTIMAL,L01_C033,L01_C026,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.351351,L01_C033|L01_C038|L01_C037|L01_C036|L01_C035|L01_C034|L01_C029|L01_C030|L01_C025|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C006|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C010|L01_C009|L01_C008|L01_C007|L01_C012|L01_C013|L01_C014|L01_C015|L01_C019|L01_C018|L01_C022|L01_C023|L01_C028|L01_C027|L01_C032|L01_C031|L01_C026
1,part_A,1,L01_C034,OPTIMAL,L01_C034,L01_C033,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.351351,L01_C034|L01_C029|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C006|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C010|L01_C009|L01_C008|L01_C007|L01_C012|L01_C013|L01_C014|L01_C015|L01_C019|L01_C018|L01_C022|L01_C023|L01_C028|L01_C027|L01_C032|L01_C031|L01_C026|L01_C025|L01_C030|L01_C035|L01_C036|L01_C037|L01_C038|L01_C033
1,part_A,1,L01_C035,OPTIMAL,L01_C035,L01_C030,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.270270,L01_C035|L01_C034|L01_C029|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C006|L01_C001|L01_C002|L01_C007|L01_C012|L01_C013|L01_C008|L01_C003|L01_C004|L01_C005|L01_C010|L01_C009|L01_C014|L01_C015|L01_C019|L01_C018|L01_C022|L01_C023|L01_C028|L01_C027|L01_C032|L01_C033|L01_C038|L01_C037|L01_C036|L01_C031|L01_C026|L01_C025|L01_C030
1,part_A,1,L01_C036,OPTIMAL,L01_C036,L01_C009,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,1.000000,L01_C036|L01_C037|L01_C038|L01_C033|L01_C028|L01_C023|L01_C019|L01_C015|L01_C010|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C006|L01_C007|L01_C012|L01_C011|L01_C016|L01_C017|L01_C021|L01_C020|L01_C024|L01_C029|L01_C034|L01_C035|L01_C030|L01_C025|L01_C026|L01_C031|L01_C032|L01_C027|L01_C022|L01_C018|L01_C014|L01_C013|L01_C008|L01_C009
1,part_A,1,L01_C037,OPTIMAL,L01_C037,L01_C038,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.297297,L01_C037|L01_C036|L01_C035|L01_C034|L01_C029|L01_C030|L01_C025|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C012|L01_C007|L01_C006|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C010|L01_C009|L01_C008|L01_C013|L01_C014|L01_C015|L01_C019|L01_C018|L01_C022|L01_C023|L01_C028|L01_C027|L01_C026|L01_C031|L01_C032|L01_C033|L01_C038
1,part_A,1,L01_C038,OPTIMAL,L01_C038,L01_C001,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.702703,L01_C038|L01_C037|L01_C032|L01_C033|L01_C028|L01_C023|L01_C019|L01_C015|L01_C010|L01_C005|L01_C004|L01_C003|L01_C002|L01_C007|L01_C012|L01_C013|L01_C008|L01_C009|L01_C014|L01_C018|L01_C022|L01_C027|L01_C026|L01_C031|L01_C036|L01_C035|L01_C034|L01_C029|L01_C030|L01_C025|L01_C024|L01_C020|L01_C021|L01_C017|L01_C016|L01_C011|L01_C006|L01_C001
2,part_B,1,L01_C001,OPTIMAL,L01_C001,L01_C028,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.777778,L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C008|L01_C015|L01_C016|L01_C018|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C023|L01_C024|L01_C028
2,part_B,1,L01_C002,OPTIMAL,L01_C002,L01_C023,113.656900,0.063143,0.141667,0.420000,0.624809,0.623889,0.000920,0.147542,0.740741,L01_C002|L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C001|L01_C008|L01_C015|L01_C016|L01_C018|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C028|L01_C024|L01_C023
2,part_B,1,L01_C003,OPTIMAL,L01_C003,L01_C028,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.814815,L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C002|L01_C001|L01_C008|L01_C015|L01_C016|L01_C018|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C023|L01_C024|L01_C028
2,part_B,1,L01_C004,OPTIMAL,L01_C004,L01_C024,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.629630,L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C003|L01_C002|L01_C001|L01_C008|L01_C009|L01_C016|L01_C015|L01_C017|L01_C018|L01_C020|L01_C019|L01_C021|L01_C025|L01_C026|L01_C022|L01_C023|L01_C027|L01_C028|L01_C024
2,part_B,1,L01_C005,OPTIMAL,L01_C005,L01_C028,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.851852,L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C004|L01_C003|L01_C010|L01_C009|L01_C002|L01_C001|L01_C008|L01_C015|L01_C016|L01_C018|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C023|L01_C024|L01_C028
2,part_B,1,L01_C006,OPTIMAL,L01_C006,L01_C024,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.592593,L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C005|L01_C004|L01_C011|L01_C010|L01_C003|L01_C002|L01_C001|L01_C008|L01_C009|L01_C016|L01_C015|L01_C017|L01_C018|L01_C020|L01_C019|L01_C021|L01_C025|L01_C026|L01_C022|L01_C023|L01_C027|L01_C028|L01_C024
2,part_B,1,L01_C007,OPTIMAL,L01_C007,L01_C023,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.851852,L01_C007|L01_C014|L01_C013|L01_C006|L01_C005|L01_C012|L01_C011|L01_C004|L01_C003|L01_C010|L01_C009|L01_C002|L01_C001|L01_C008|L01_C015|L01_C016|L01_C018|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C028|L01_C024|L01_C023
2,part_B,1,L01_C008,OPTIMAL,L01_C008,L01_C027,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.629630,L01_C008|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C016|L01_C015|L01_C017|L01_C018|L01_C020|L01_C019|L01_C021|L01_C025|L01_C026|L01_C022|L01_C023|L01_C024|L01_C028|L01_C027
