scheme_name,schedule_index,part_id,layer_id,visit_step,cell_id,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,scan_completion_time_s
row_major,2,part_B,1,3,L01_C015,4.000000,0.002222,0.005000,0.015000,0.064444
row_major,2,part_B,1,4,L01_C017,4.000000,0.002222,0.005000,0.015000,0.086667
row_major,2,part_B,1,5,L01_C019,4.000000,0.002222,0.005000,0.015000,0.108889
row_major,2,part_B,1,6,L01_C021,4.000000,0.002222,0.005000,0.015000,0.131111
row_major,2,part_B,1,7,L01_C025,4.000000,0.002222,0.005000,0.015000,0.153333
row_major,2,part_B,1,8,L01_C002,24.331100,0.013517,0.005000,0.015000,0.186851
row_major,2,part_B,1,9,L01_C009,4.000000,0.002222,0.006667,0.015000,0.210740
row_major,2,part_B,1,10,L01_C016,4.000000,0.002222,0.005000,0.015000,0.232962
row_major,2,part_B,1,11,L01_C018,4.000000,0.002222,0.005000,0.015000,0.255184
row_major,2,part_B,1,12,L01_C020,4.000000,0.002222,0.005000,0.015000,0.277406
row_major,2,part_B,1,13,L01_C022,4.000000,0.002222,0.005000,0.015000,0.299628
row_major,2,part_B,1,14,L01_C026,4.000000,0.002222,0.005000,0.015000,0.321851
row_major,2,part_B,1,15,L01_C003,24.331100,0.013517,0.005000,0.015000,0.355368
row_major,2,part_B,1,16,L01_C010,4.000000,0.002222,0.005000,0.015000,0.377590
row_major,2,part_B,1,17,L01_C004,5.656900,0.003143,0.005000,0.015000,0.400733
row_major,2,part_B,1,18,L01_C011,4.000000,0.002222,0.005000,0.015000,0.422955
row_major,2,part_B,1,19,L01_C023,16.000000,0.008889,0.005000,0.015000,0.451844
row_major,2,part_B,1,20,L01_C027,4.000000,0.002222,0.005000,0.015000,0.474066
row_major,2,part_B,1,21,L01_C005,24.331100,0.013517,0.005000,0.015000,0.507583
row_major,2,part_B,1,22,L01_C012,4.000000,0.002222,0.005000,0.015000,0.529806
row_major,2,part_B,1,23,L01_C024,16.000000,0.008889,0.005000,0.015000,0.558695
row_major,2,part_B,1,24,L01_C028,4.000000,0.002222,0.005000,0.015000,0.580917
row_major,2,part_B,1,25,L01_C006,24.331100,0.013517,0.005000,0.015000,0.614434
row_major,2,part_B,1,26,L01_C013,4.000000,0.002222,0.005000,0.015000,0.636656
row_major,2,part_B,1,27,L01_C007,5.656900,0.003143,0.005000,0.015000,0.659799
row_major,2,part_B,1,28,L01_C014,4.000000,0.002222,0.005000,0.015000,0.682021
row_major,3,part_A,2,1,L02_C001,0.000000,0.000000,0.005667,0.015000,0.020667
row_major,3,part_A,2,2,L02_C006,4.000000,0.002222,0.005667,0.015000,0.043556
row_major,3,part_A,2,3,L02_C011,4.000000,0.002222,0.005667,0.015000,0.066444
row_major,3,part_A,2,4,L02_C016,4.000000,0.002222,0.005667,0.015000,0.089333
row_major,3,part_A,2,5,L02_C020,4.000000,0.002222,0.005667,0.015000,0.112222
row_major,3,part_A,2,6,L02_C024,4.000000,0.002222,0.005667,0.015000,0.135111
row_major,3,part_A,2,7,L02_C029,4.000000,0.002222,0.005667,0.015000,0.158000
row_major,3,part_A,2,8,L02_C034,4.000000,0.002222,0.005667,0.015000,0.180889
row_major,3,part_A,2,9,L02_C002,28.284300,0.015714,0.005667,0.015000,0.217269
row_major,3,part_A,2,10,L02_C007,4.000000,0.002222,0.006667,0.015000,0.241158
row_major,3,part_A,2,11,L02_C012,4.000000,0.002222,0.006667,0.015000,0.265047
row_major,3,part_A,2,12,L02_C017,4.000000,0.002222,0.005667,0.015000,0.287936
row_major,3,part_A,2,13,L02_C021,4.000000,0.002222,0.005667,0.015000,0.310825
row_major,3,part_A,2,14,L02_C025,4.000000,0.002222,0.006667,0.015000,0.334714
row_major,3,part_A,2,15,L02_C030,4.000000,0.002222,0.006667,0.015000,0.358602
row_major,3,part_A,2,16,L02_C035,4.000000,0.002222,0.005667,0.015000,0.381491
row_major,3,part_A,2,17,L02_C003,28.284300,0.015714,0.005667,0.015000,0.417871
row_major,3,part_A,2,18,L02_C008,4.000000,0.002222,0.006667,0.015000,0.441760
row_major,3,part_A,2,19,L02_C013,4.000000,0.002222,0.005667,0.015000,0.464649
row_major,3,part_A,2,20,L02_C026,12.000000,0.006667,0.005667,0.015000,0.491983
row_major,3,part_A,2,21,L02_C031,4.000000,0.002222,0.006667,0.015000,0.515871
row_major,3,part_A,2,22,L02_C036,4.000000,0.002222,0.005667,0.015000,0.538760
row_major,3,part_A,2,23,L02_C004,28.284300,0.015714,0.005667,0.015000,0.575141
row_major,3,part_A,2,24,L02_C009,4.000000,0.002222,0.006667,0.015000,0.599029
row_major,3,part_A,2,25,L02_C014,4.000000,0.002222,0.006667,0.015000,0.622918
row_major,3,part_A,2,26,L02_C018,4.000000,0.002222,0.005667,0.015000,0.645807
row_major,3,part_A,2,27,L02_C022,4.000000,0.002222,0.005667,0.015000,0.668696
row_major,3,part_A,2,28,L02_C027,4.000000,0.002222,0.006667,0.015000,0.692585
row_major,3,part_A,2,29,L02_C032,4.000000,0.002222,0.006667,0.015000,0.716474
row_major,3,part_A,2,30,L02_C037,4.000000,0.002222,0.005667,0.015000,0.739363
row_major,3,part_A,2,31,L02_C005,28.284300,0.015714,0.005667,0.015000,0.775743
row_major,3,part_A,2,32,L02_C010,4.000000,0.002222,0.005667,0.015000,0.798632
row_major,3,part_A,2,33,L02_C015,4.000000,0.002222,0.005667,0.015000,0.821521
row_major,3,part_A,2,34,L02_C019,4.000000,0.002222,0.005667,0.015000,0.844410
row_major,3,part_A,2,35,L02_C023,4.000000,0.002222,0.005667,0.015000,0.867298
row_major,3,part_A,2,36,L02_C028,4.000000,0.002222,0.005667,0.015000,0.890187
row_major,3,part_A,2,37,L02_C033,4.000000,0.002222,0.005667,0.015000,0.913076
row_major,3,part_A,2,38,L02_C038,4.000000,0.002222,0.005667,0.015000,0.935965
row_major,4,part_B,2,1,L02_C001,0.000000,0.000000,0.005000,0.015000,0.020000
row_major,4,part_B,2,2,L02_C008,4.000000,0.002222,0.005000,0.015000,0.042222
row_major,4,part_B,2,3,L02_C015,4.000000,0.002222,0.005000,0.015000,0.064444
row_major,4,part_B,2,4,L02_C017,4.000000,0.002222,0.005000,0.015000,0.086667
row_major,4,part_B,2,5,L02_C019,4.000000,0.002222,0.005000,0.015000,0.108889
row_major,4,part_B,2,6,L02_C021,4.000000,0.002222,0.005000,0.015000,0.131111
row_major,4,part_B,2,7,L02_C025,4.000000,0.002222,0.005000,0.015000,0.153333
row_major,4,part_B,2,8,L02_C002,24.331100,0.013517,0.005000,0.015000,0.186851
row_major,4,part_B,2,9,L02_C009,4.000000,0.002222,0.006667,0.015000,0.210740
row_major,4,part_B,2,10,L02_C016,4.000000,0.002222,0.005000,0.015000,0.232962
row_major,4,part_B,2,11,L02_C018,4.000000,0.002222,0.005000,0.015000,0.255184
row_major,4,part_B,2,12,L02_C020,4.000000,0.002222,0.005000,0.015000,0.277406
row_major,4,part_B,2,13,L02_C022,4.000000,0.002222,0.005000,0.015000,0.299628
row_major,4,part_B,2,14,L02_C026,4.000000,0.002222,0.005000,0.015000,0.321851
row_major,4,part_B,2,15,L02_C003,24.331100,0.013517,0.005000,0.015000,0.355368
row_major,4,part_B,2,16,L02_C010,4.000000,0.002222,0.005000,0.015000,0.377590
row_major,4,part_B,2,17,L02_C004,5.656900,0.003143,0.005000,0.015000,0.400733
row_major,4,part_B,2,18,L02_C011,4.000000,0.002222,0.005000,0.015000,0.422955
row_major,4,part_B,2,19,L02_C023,16.000000,0.008889,0.005000,0.015000,0.451844
row_major,4,part_B,2,20,L02_C027,4.000000,0.002222,0.005000,0.015000,0.474066
row_major,4,part_B,2,21,L02_C005,24.331100,0.013517,0.005000,0.015000,0.507583
row_major,4,part_B,2,22,L02_C012,4.000000,0.002222,0.005000,0.015000,0.529806
row_major,4,part_B,2,23,L02_C024,16.000000,0.008889,0.005000,0.015000,0.558695
row_major,4,part_B,2,24,L02_C028,4.000000,0.002222,0.005000,0.015000,0.580917
row_major,4,part_B,2,25,L02_C006,24.331100,0.013517,0.005000,0.015000,0.614434
row_major,4,part_B,2,26,L02_C013,4.000000,0.002222,0.005000,0.015000,0.636656
row_major,4,part_B,2,27,L02_C007,5.656900,0.003143,0.005000,0.015000,0.659799
row_major,4,part_B,2,28,L02_C014,4.000000,0.002222,0.005000,0.015000,0.682021
row_major,5,part_A,3,1,L03_C001,0.000000,0.000000,0.005667,0.015000,0.020667
row_major,5,part_A,3,2,L03_C006,4.000000,0.002222,0.005667,0.015000,0.043556
row_major,5,part_A,3,3,L03_C011,4.000000,0.002222,0.005667,0.015000,0.066444
row_major,5,part_A,3,4,L03_C016,4.000000,0.002222,0.005667,0.015000,0.089333
row_major,5,part_A,3,5,L03_C020,4.000000,0.002222,0.005667,0.015000,0.112222
row_major,5,part_A,3,6,L03_C025,4.000000,0.002222,0.005667,0.015000,0.135111
row_major,5,part_A,3,7,L03_C030,4.000000,0.002222,0.005667,0.015000,0.158000
row_major,5,part_A,3,8,L03_C035,4.000000,0.002222,0.005667,0.015000,0.180889
row_major,5,part_A,3,9,L03_C002,28.284300,0.015714,0.005667,0.015000,0.217269
row_major,5,part_A,3,10,L03_C007,4.000000,0.002222,0.006667,0.015000,0.241158
row_major,5,part_A,3,11,L03_C012,4.000000,0.002222,0.006667,0.015000,0.265047
row_major,5,part_A,3,12,L03_C017,4.000000,0.002222,0.005667,0.015000,0.287936
row_major,5,part_A,3,13,L03_C021,4.000000,0.002222,0.006667,0.015000,0.311825
row_major,5,part_A,3,14,L03_C026,4.000000,0.002222,0.006667,0.015000,0.335714
row_major,5,part_A,3,15,L03_C031,4.000000,0.002222,0.006667,0.015000,0.359602
row_major,5,part_A,3,16,L03_C036,4.000000,0.002222,0.005667,0.015000,0.382491
row_major,5,part_A,3,17,L03_C003,28.284300,0.015714,0.005667,0.015000,0.418871
row_major,5,part_A,3,18,L03_C008,4.000000,0.002222,0.006667,0.015000,0.442760
row_major,5,part_A,3,19,L03_C013,4.000000,0.002222,0.005667,0.015000,0.465649
row_major,5,part_A,3,20,L03_C022,8.000000,0.004444,0.005667,0.015000,0.490760
row_major,5,part_A,3,21,L03_C027,4.000000,0.002222,0.006667,0.015000,0.514649
row_major,5,part_A,3,22,L03_C032,4.000000,0.002222,0.006667,0.015000,0.538538
row_major,5,part_A,3,23,L03_C037,4.000000,0.002222,0.005667,0.015000,0.561427
row_major,5,part_A,3,24,L03_C004,28.284300,0.015714,0.005667,0.015000,0.597807
row_major,5,part_A,3,25,L03_C009,4.000000,0.002222,0.006667,0.015000,0.621696
row_major,5,part_A,3,26,L03_C014,4.000000,0.002222,0.006667,0.015000,0.645585
row_major,5,part_A,3,27,L03_C018,4.000000,0.002222,0.005667,0.015000,0.668474
row_major,5,part_A,3,28,L03_C023,4.000000,0.002222,0.006667,0.015000,0.692363
row_major,5,part_A,3,29,L03_C028,4.000000,0.002222,0.006667,0.015000,0.716252
row_major,5,part_A,3,30,L03_C033,4.000000,0.002222,0.006667,0.015000,0.740140
row_major,5,part_A,3,31,L03_C038,4.000000,0.002222,0.005667,0.015000,0.763029
row_major,5,part_A,3,32,L03_C005,28.284300,0.015714,0.005667,0.015000,0.799410
row_major,5,part_A,3,33,L03_C010,4.000000,0.002222,0.005667,0.015000,0.822298
row_major,5,part_A,3,34,L03_C015,4.000000,0.002222,0.005667,0.015000,0.845187
row_major,5,part_A,3,35,L03_C019,4.000000,0.002222,0.005667,0.015000,0.868076
row_major,5,part_A,3,36,L03_C024,4.000000,0.002222,0.005667,0.015000,0.890965
row_major,5,part_A,3,37,L03_C029,4.000000,0.002222,0.005667,0.015000,0.913854
row_major,5,part_A,3,38,L03_C034,4.000000,0.002222,0.005667,0.015000,0.936743
row_major,5,part_A,3,39,L03_C039,4.000000,0.002222,0.005667,0.015000,0.959632
row_major,6,part_B,3,1,L03_C001,0.000000,0.000000,0.005000,0.015000,0.020000
row_major,6,part_B,3,2,L03_C008,4.000000,0.002222,0.005000,0.015000,0.042222
row_major,6,part_B,3,3,L03_C015,4.000000,0.002222,0.005000,0.015000,0.064444
row_major,6,part_B,3,4,L03_C017,4.000000,0.002222,0.005000,0.015000,0.086667
row_major,6,part_B,3,5,L03_C019,4.000000,0.002222,0.005000,0.015000,0.108889
row_major,6,part_B,3,6,L03_C021,4.000000,0.002222,0.005000,0.015000,0.131111
row_major,6,part_B,3,7,L03_C025,4.000000,0.002222,0.005000,0.015000,0.153333
row_major,6,part_B,3,8,L03_C002,24.331100,0.013517,0.005000,0.015000,0.186851
row_major,6,part_B,3,9,L03_C009,4.000000,0.002222,0.006667,0.015000,0.210740
row_major,6,part_B,3,10,L03_C016,4.000000,0.002222,0.005000,0.015000,0.232962
row_major,6,part_B,3,11,L03_C018,4.000000,0.002222,0.005000,0.015000,0.255184
row_major,6,part_B,3,12,L03_C020,4.000000,0.002222,0.005000,0.015000,0.277406
row_major,6,part_B,3,13,L03_C022,4.000000,0.002222,0.005000,0.015000,0.299628
row_major,6,part_B,3,14,L03_C026,4.000000,0.002222,0.005000,0.015000,0.321851
row_major,6,part_B,3,15,L03_C003,24.331100,0.013517,0.005000,0.015000,0.355368
row_major,6,part_B,3,16,L03_C010,4.000000,0.002222,0.005000,0.015000,0.377590
row_major,6,part_B,3,17,L03_C004,5.656900,0.003143,0.005000,0.015000,0.400733
row_major,6,part_B,3,18,L03_C011,4.000000,0.002222,0.005000,0.015000,0.422955
row_major,6,part_B,3,19,L03_C023,16.000000,0.008889,0.005000,0.015000,0.451844
row_major,6,part_B,3,20,L03_C027,4.000000,0.002222,0.005000,0.015000,0.474066
row_major,6,part_B,3,21,L03_C005,24.331100,0.013517,0.005000,0.015000,0.507583
row_major,6,part_B,3,22,L03_C012,4.000000,0.002222,0.005000,0.015000,0.529806
row_major,6,part_B,3,23,L03_C024,16.000000,0.008889,0.005000,0.015000,0.558695
row_major,6,part_B,3,24,L03_C028,4.000000,0.002222,0.005000,0.015000,0.580917
row_major,6,part_B,3,25,L03_C006,24.331100,0.013517,0.005000,0.015000,0.614434
row_major,6,part_B,3,26,L03_C013,4.000000,0.002222,0.005000,0.015000,0.636656
row_major,6,part_B,3,27,L03_C007,5.656900,0.003143,0.005000,0.015000,0.659799
row_major,6,part_B,3,28,L03_C014,4.000000,0.002222,0.005000,0.015000,0.682021
row_major,7,part_A,4,1,L04_C001,0.000000,0.000000,0.005667,0.015000,0.020667
row_major,7,part_A,4,2,L04_C006,4.000000,0.002222,0.005667,0.015000,0.043556
row_major,7,part_A,4,3,L04_C011,4.000000,0.002222,0.005667,0.015000,0.066444
row_major,7,part_A,4,4,L04_C016,4.000000,0.002222,0.005667,0.015000,0.089333
row_major,7,part_A,4,5,L04_C020,4.000000,0.002222,0.005667,0.015000,0.112222
row_major,7,part_A,4,6,L04_C025,4.000000,0.002222,0.005667,0.015000,0.135111
row_major,7,part_A,4,7,L04_C030,4.000000,0.002222,0.005667,0.015000,0.158000
row_major,7,part_A,4,8,L04_C035,4.000000,0.002222,0.005667,0.015000,0.180889
row_major,7,part_A,4,9,L04_C002,28.284300,0.015714,0.005667,0.015000,0.217269
row_major,7,part_A,4,10,L04_C007,4.000000,0.002222,0.006667,0.015000,0.241158
row_major,7,part_A,4,11,L04_C012,4.000000,0.002222,0.006667,0.015000,0.265047
row_major,7,part_A,4,12,L04_C017,4.000000,0.002222,0.005667,0.015000,0.287936
row_major,7,part_A,4,13,L04_C021,4.000000,0.002222,0.006667,0.015000,0.311825
row_major,7,part_A,4,14,L04_C026,4.000000,0.002222,0.006667,0.015000,0.335714
row_major,7,part_A,4,15,L04_C031,4.000000,0.002222,0.006667,0.015000,0.359602
row_major,7,part_A,4,16,L04_C036,4.000000,0.002222,0.005667,0.015000,0.382491
row_major,7,part_A,4,17,L04_C003,28.284300,0.015714,0.005667,0.015000,0.418871
row_major,7,part_A,4,18,L04_C008,4.000000,0.002222,0.006667,0.015000,0.442760
row_major,7,part_A,4,19,L04_C013,4.000000,0.002222,0.005667,0.015000,0.465649
row_major,7,part_A,4,20,L04_C022,8.000000,0.004444,0.005667,0.015000,0.490760
row_major,7,part_A,4,21,L04_C027,4.000000,0.002222,0.006667,0.015000,0.514649
row_major,7,part_A,4,22,L04_C032,4.000000,0.002222,0.006667,0.015000,0.538538
row_major,7,part_A,4,23,L04_C037,4.000000,0.002222,0.005667,0.015000,0.561427
row_major,7,part_A,4,24,L04_C004,28.284300,0.015714,0.005667,0.015000,0.597807
row_major,7,part_A,4,25,L04_C009,4.000000,0.002222,0.006667,0.015000,0.621696
row_major,7,part_A,4,26,L04_C014,4.000000,0.002222,0.006667,0.015000,0.645585
row_major,7,part_A,4,27,L04_C018,4.000000,0.002222,0.005667,0.015000,0.668474
row_major,7,part_A,4,28,L04_C023,4.000000,0.002222,0.006667,0.015000,0.692363
row_major,7,part_A,4,29,L04_C028,4.000000,0.002222,0.006667,0.015000,0.716252
row_major,7,part_A,4,30,L04_C033,4.000000,0.002222,0.006667,0.015000,0.740140
row_major,7,part_A,4,31,L04_C038,4.000000,0.002222,0.005667,0.015000,0.763029
row_major,7,part_A,4,32,L04_C005,28.284300,0.015714,0.005667,0.015000,0.799410
row_major,7,part_A,4,33,L04_C010,4.000000,0.002222,0.005667,0.015000,0.822298
row_major,7,part_A,4,34,L04_C015,4.000000,0.002222,0.005667,0.015000,0.845187
row_major,7,part_A,4,35,L04_C019,4.000000,0.002222,0.005667,0.015000,0.868076
row_major,7,part_A,4,36,L04_C024,4.000000,0.002222,0.005667,0.015000,0.890965
row_major,7,part_A,4,37,L04_C029,4.000000,0.002222,0.005667,0.015000,0.913854
row_major,7,part_A,4,38,L04_C034,4.000000,0.002222,0.005667,0.015000,0.936743
row_major,7,part_A,4,39,L04_C039,4.000000,0.002222,0.005667,0.015000,0.959632
row_major,8,part_B,4,1,L04_C001,0.000000,0.000000,0.005000,0.015000,0.020000
row_major,8,part_B,4,2,L04_C007,4.000000,0.002222,0.005000,0.015000,0.042222
row_major,8,part_B,4,3,L04_C013,4.000000,0.002222,0.005000,0.015000,0.064444
row_major,8,part_B,4,4,L04_C015,4.000000,0.002222,0.005000,0.015000,0.086667
row_major,8,part_B,4,5,L04_C017,4.000000,0.002222,0.005000,0.015000,0.108889
row_major,8,part_B,4,6,L04_C019,4.000000,0.002222,0.005000,0.015000,0.131111
row_major,8,part_B,4,7,L04_C023,4.000000,0.002222,0.005000,0.015000,0.153333
row_major,8,part_B,4,8,L04_C002,24.331100,0.013517,0.005000,0.015000,0.186851
row_major,8,part_B,4,9,L04_C008,4.000000,0.002222,0.006667,0.015000,0.210740
row_major,8,part_B,4,10,L04_C014,4.000000,0.002222,0.005000,0.015000,0.232962
row_major,8,part_B,4,11,L04_C016,4.000000,0.002222,0.005000,0.015000,0.255184
row_major,8,part_B,4,12,L04_C018,4.000000,0.002222,0.005000,0.015000,0.277406
row_major,8,part_B,4,13,L04_C020,4.000000,0.002222,0.005000,0.015000,0.299628
row_major,8,part_B,4,14,L04_C024,4.000000,0.002222,0.005000,0.015000,0.321851
row_major,8,part_B,4,15,L04_C003,24.331100,0.013517,0.005000,0.015000,0.355368
row_major,8,part_B,4,16,L04_C009,4.000000,0.002222,0.005000,0.015000,0.377590
row_major,8,part_B,4,17,L04_C004,5.656900,0.003143,0.005000,0.015000,0.400733
row_major,8,part_B,4,18,L04_C010,4.000000,0.002222,0.005000,0.015000,0.422955
row_major,8,part_B,4,19,L04_C021,16.000000,0.008889,0.005000,0.015000,0.451844
row_major,8,part_B,4,20,L04_C025,4.000000,0.002222,0.005000,0.015000,0.474066
row_major,8,part_B,4,21,L04_C005,24.331100,0.013517,0.005000,0.015000,0.507583
row_major,8,part_B,4,22,L04_C011,4.000000,0.002222,0.005000,0.015000,0.529806
row_major,8,part_B,4,23,L04_C022,16.000000,0.008889,0.005000,0.015000,0.558695
row_major,8,part_B,4,24,L04_C026,4.000000,0.002222,0.005000,0.015000,0.580917
row_major,8,part_B,4,25,L04_C006,24.331100,0.013517,0.005000,0.015000,0.614434
row_major,8,part_B,4,26,L04_C012,4.000000,0.002222,0.005000,0.015000,0.636656
row_major,9,part_A,5,1,L05_C001,0.000000,0.000000,0.005667,0.015000,0.020667
row_major,9,part_A,5,2,L05_C006,4.000000,0.002222,0.005667,0.015000,0.043556
row_major,9,part_A,5,3,L05_C011,4.000000,0.002222,0.005667,0.015000,0.066444
row_major,9,part_A,5,4,L05_C016,4.000000,0.002222,0.005667,0.015000,0.089333
row_major,9,part_A,5,5,L05_C021,4.000000,0.002222,0.005667,0.015000,0.112222
row_major,9,part_A,5,6,L05_C025,4.000000,0.002222,0.005667,0.015000,0.135111
row_major,9,part_A,5,7,L05_C030,4.000000,0.002222,0.005667,0.015000,0.158000
row_major,9,part_A,5,8,L05_C035,4.000000,0.002222,0.005667,0.015000,0.180889
row_major,9,part_A,5,9,L05_C002,28.284300,0.015714,0.005667,0.015000,0.217269
row_major,9,part_A,5,10,L05_C007,4.000000,0.002222,0.006667,0.015000,0.241158
row_major,9,part_A,5,11,L05_C012,4.000000,0.002222,0.006667,0.015000,0.265047
row_major,9,part_A,5,12,L05_C017,4.000000,0.002222,0.006667,0.015000,0.288936
row_major,9,part_A,5,13,L05_C022,4.000000,0.002222,0.005667,0.015000,0.311825
row_major,9,part_A,5,14,L05_C026,4.000000,0.002222,0.006667,0.015000,0.335714
row_major,9,part_A,5,15,L05_C031,4.000000,0.002222,0.006667,0.015000,0.359602
row_major,9,part_A,5,16,L05_C036,4.000000,0.002222,0.005667,0.015000,0.382491
row_major,9,part_A,5,17,L05_C003,28.284300,0.015714,0.005667,0.015000,0.418871
row_major,9,part_A,5,18,L05_C008,4.000000,0.002222,0.006667,0.015000,0.442760
row_major,9,part_A,5,19,L05_C013,4.000000,0.002222,0.006667,0.015000,0.466649
row_major,9,part_A,5,20,L05_C018,4.000000,0.002222,0.005667,0.015000,0.489538
row_major,9,part_A,5,21,L05_C027,8.000000,0.004444,0.005667,0.015000,0.514649
row_major,9,part_A,5,22,L05_C032,4.000000,0.002222,0.006667,0.015000,0.538538
row_major,9,part_A,5,23,L05_C037,4.000000,0.002222,0.005667,0.015000,0.561427
row_major,9,part_A,5,24,L05_C004,28.284300,0.015714,0.005667,0.015000,0.597807
row_major,9,part_A,5,25,L05_C009,4.000000,0.002222,0.006667,0.015000,0.621696
row_major,9,part_A,5,26,L05_C014,4.000000,0.002222,0.006667,0.015000,0.645585
row_major,9,part_A,5,27,L05_C019,4.000000,0.002222,0.006667,0.015000,0.669474
row_major,9,part_A,5,28,L05_C023,4.000000,0.002222,0.005667,0.015000,0.692363
row_major,9,part_A,5,29,L05_C028,4.000000,0.002222,0.006667,0.015000,0.716252
row_major,9,part_A,5,30,L05_C033,4.000000,0.002222,0.006667,0.015000,0.740140
row_major,9,part_A,5,31,L05_C038,4.000000,0.002222,0.005667,0.015000,0.763029
row_major,9,part_A,5,32,L05_C005,28.284300,0.015714,0.005667,0.015000,0.799410
row_major,9,part_A,5,33,L05_C010,4.000000,0.002222,0.005667,0.015000,0.822298
row_major,9,part_A,5,34,L05_C015,4.000000,0.002222,0.005667,0.015000,0.845187
row_major,9,part_A,5,35,L05_C020,4.000000,0.002222,0.005667,0.015000,0.868076
row_major,9,part_A,5,36,L05_C024,4.000000,0.002222,0.005667,0.015000,0.890965
row_major,9,part_A,5,37,L05_C029,4.000000,0.002222,0.005667,0.015000,0.913854
row_major,9,part_A,5,38,L05_C034,4.000000,0.002222,0.005667,0.015000,0.936743
row_major,9,part_A,5,39,L05_C039,4.000000,0.002222,0.005667,0.015000,0.959632
row_major,10,part_B,5,1,L05_C001,0.000000,0.000000,0.005000,0.015000,0.020000
row_major,10,part_B,5,2,L05_C007,4.000000,0.002222,0.005000,0.015000,0.042222
row_major,10,part_B,5,3,L05_C013,4.000000,0.002222,0.005000,0.015000,0.064444
row_major,10,part_B,5,4,L05_C015,4.000000,0.002222,0.005000,0.015000,0.086667
