scheme_name,layer_count,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,intra_layer_total_time_s,inter_layer_change_time_s,inter_part_transfer_distance_mm,inter_part_transfer_time_s,total_task_time_s,cell_count,mu_mean,mu_top10_mean,xi_mean,xi_max,theta_mean,theta_top10_mean,phi_mean,phi_top10_mean,phi_max,scan_heat_mean,peak_heat_max,final_heat_mean,R_mu,R_xi,R_theta,R_phi,weighted_sum_total_risk,weighted_sum_rank,topsis_score,topsis_rank,parameter_name,parameter_value
row_major,12,2789.6817,1.5498231666666666,2.2066666666666666,5.91,9.666489833333333,7.5,300.0,0.16666666666666666,17.3331565,394,0.0035268555692417256,0.007181995681418807,8.712774744474132,17.975900335125242,4.221553065980977,41.58229769991262,0.00019974018404306416,0.00031867047620331507,0.00039177263256755723,0.0014823843390817533,0.0025337082211015715,0.002003934486191003,0.007063002508550471,8.977422018225717,22.412780756990454,0.00030050174182094734,9.641445394528967,2,0.9303937207544091,2,beta,0.08
serpentine,12,1900.7531999999999,1.055974,2.2066666666666666,5.91,9.172640666666666,7.5,300.0,0.16666666666666666,16.839307333333334,394,0.003540298569499876,0.007160843428322609,8.713858895542838,17.903766278001324,4.160639360397221,40.98229769991262,0.00019712535727403756,0.00034344145096287386,0.0003877028515985415,0.0014834680062755748,0.002542835856358274,0.0020118856431885325,0.007042976504746087,8.976414326859866,22.089381878187694,0.00029985635871641154,9.528050082128294,1,0.9323349939885555,1,beta,0.08
center_out,12,6201.720900000001,3.4454005,2.2066666666666666,5.91,11.562067166666667,7.5,300.0,0.16666666666666666,19.228733833333333,394,0.003430186132094475,0.007291527639846069,7.251288180118036,17.314900294416983,9.891349496335634,95.379792538906,0.000265727306934838,0.00037841877192548376,0.0004188397855959995,0.0014082143190850631,0.002167229957343593,0.001826079639281622,0.0071655950733352436,7.585487819854779,52.164803219024286,0.00034915997420358714,19.776299099637676,4,0.09171907914068865,4,beta,0.095
minimum_time,12,1552.0,0.8622222222222222,2.2066666666666666,5.91,8.97888888888889,7.5,300.0,0.16666666666666666,16.645555555555557,394,0.0034345877142826857,0.006576419122166567,7.954333923648326,17.08722167503101,6.244273080053569,61.50608983852766,0.0001804145305492348,0.0003457149133698148,0.0005632440446120842,0.0014136102686561453,0.0024151396560201472,0.0018805651014757467,0.0064739524297114034,8.25762540205611,33.570865660617365,0.0003779987553979116,13.40271735180209,3,0.5879224125089039,3,beta,0.095
row_major,12,2789.6817,1.5498231666666666,2.2066666666666666,5.91,9.666489833333333,7.5,300.0,0.16666666666666666,17.3331565,394,0.003379802983481702,0.00679660984506106,8.11852742455876,16.989332852166115,4.642872862935292,44.38229769991263,0.00019197846032806338,0.0003069762512324694,0.00037725888295228594,0.0014124820287562748,0.0023363763220878722,0.0018685291534726483,0.006685175190424402,8.413115485426967,24.293748197928586,0.0002909170906268403,10.18684473067114,2,0.9091073077801314,2,beta,0.095
serpentine,12,1900.7531999999999,1.055974,2.2066666666666666,5.91,9.172640666666666,7.5,300.0,0.16666666666666666,16.839307333333334,394,0.0033909540987059257,0.00678151918464711,8.158026164910034,16.92307907544081,4.160639360397221,40.98229769991262,0.00018935305551200863,0.0003316875276127119,0.000381671507545194,0.0014134303934542137,0.0023451237972490243,0.0018759232035453057,0.00667094037095311,8.449102320439795,22.36869900458834,0.000294224002348322,9.520272859768655,1,0.9323705181326287,1,beta,0.095
center_out,12,6201.720900000001,3.4454005,2.2066666666666666,5.91,11.562067166666667,7.5,300.0,0.16666666666666666,19.228733833333333,394,0.003298783293671952,0.006887190743564198,6.946782378365627,16.31555596102306,8.905662748735272,87.72077807504243,0.00025805297113252497,0.0003672782583566039,0.0004074967342762268,0.0013487862022321978,0.0020058968536970745,0.0017134514004158025,0.006768350334446789,7.718141331683041,58.443429585721994,0.0003407314095759957,22.00026747425859,4,0.10778525296213415,4,beta,0.11
minimum_time,12,1552.0,0.8622222222222222,2.2066666666666666,5.91,8.97888888888889,7.5,300.0,0.16666666666666666,16.645555555555557,394,0.0033020956515029923,0.006281167999691669,7.3976198322759075,16.09524650752712,6.366100491221082,61.50608983852766,0.0001740340833259815,0.00033817360753596776,0.0005577915343014516,0.0013535888592697538,0.0022428707377553413,0.0017641449316817554,0.006182507470865787,8.113721267471911,41.02330963659769,0.0003753692495231743,15.982232970110125,3,0.5599538354644407,3,beta,0.11
row_major,12,2789.6817,1.5498231666666666,2.2066666666666666,5.91,9.666489833333333,7.5,300.0,0.16666666666666666,17.3331565,394,0.0032551333389186387,0.006473113696915597,7.4654889921718235,15.988681291295627,5.607339868011434,45.08229769991262,0.0001848088939000238,0.0002963175509343023,0.0003647357803868819,0.0013526797644535982,0.002164818792679417,0.0017528552788143815,0.006366541043833064,8.167228727129785,30.418586402137745,0.0002824654758526067,12.281294910751898,2,0.9512494531782111,1,beta,0.11
serpentine,12,1900.7531999999999,1.055974,2.2066666666666666,5.91,9.172640666666666,7.5,300.0,0.16666666666666666,16.839307333333334,394,0.003264649271486693,0.006460857770819636,7.501558900967599,15.927812396161,5.125106365473362,45.08229769991262,0.00018217577279556327,0.00032094559006310466,0.0003756071914363433,0.001353514719088419,0.002174413184411416,0.0017597711737278893,0.0063550061553079495,8.195317376300075,30.23945174949428,0.0002889442328018034,12.224214824872274,1,0.9464823852260249,2,beta,0.11
