scheme_name,layer_count,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,intra_layer_total_time_s,inter_layer_change_time_s,inter_part_transfer_distance_mm,inter_part_transfer_time_s,total_task_time_s,cell_count,mu_mean,mu_top10_mean,xi_mean,xi_max,theta_mean,theta_top10_mean,phi_mean,phi_top10_mean,phi_max,scan_heat_mean,peak_heat_max,final_heat_mean,R_mu,R_xi,R_theta,R_phi,weighted_sum_total_risk,weighted_sum_rank,topsis_score,topsis_rank,parameter_name,parameter_value
row_major,12,2789.6817,1.5498231666666666,2.2066666666666666,5.91,9.666489833333333,7.5,300.0,0.16666666666666666,17.3331565,394,0.0035268555692417256,0.007181995681418807,8.712774744474132,17.975900335125242,4.221553065980977,41.58229769991262,0.00019974018404306416,0.00031867047620331507,0.00039177263256755723,0.0014823843390817533,0.0025337082211015715,0.002003934486191003,0.007063002508550471,8.977422018225717,22.412780756990454,0.00030050174182094734,9.641445394528967,2,0.9303937207544091,2,alpha,0.18
serpentine,12,1900.7531999999999,1.055974,2.2066666666666666,5.91,9.172640666666666,7.5,300.0,0.16666666666666666,16.839307333333334,394,0.003540298569499876,0.007160843428322609,8.713858895542838,17.903766278001324,4.160639360397221,40.98229769991262,0.00019712535727403756,0.00034344145096287386,0.0003877028515985415,0.0014834680062755748,0.002542835856358274,0.0020118856431885325,0.007042976504746087,8.976414326859866,22.089381878187694,0.00029985635871641154,9.528050082128294,1,0.9323349939885555,1,alpha,0.18
center_out,12,6201.720900000001,3.4454005,2.2066666666666666,5.91,11.562067166666667,7.5,300.0,0.16666666666666666,19.228733833333333,394,0.0035397301243788783,0.007646214677776988,6.644735778873791,15.757744775793029,9.891349496335634,95.379792538906,0.0002709750989021231,0.00038672122279594833,0.00042956970283123714,0.0014724999095127665,0.0022978667781760847,0.0019272316777931813,0.00751084592048941,7.05062645225207,52.18601734153884,0.0003557269427757609,19.676822460908795,4,0.07999268872489002,4,alpha,0.21
minimum_time,12,1552.0,0.8622222222222222,2.2066666666666666,5.91,8.97888888888889,7.5,300.0,0.16666666666666666,16.645555555555557,394,0.00355429519737736,0.006851948142293393,7.285104613904654,15.502972279440842,6.244273080053569,61.50608983852766,0.00018648482547946847,0.0003511309224132059,0.000563609527734598,0.0014805059765906003,0.002591565904119629,0.0019947250135532624,0.006743242222347922,7.651125962245876,33.584578987347484,0.0003777054404835074,13.286270912825387,3,0.5945137300052855,3,alpha,0.21
row_major,12,2789.6817,1.5498231666666666,2.2066666666666666,5.91,9.666489833333333,7.5,300.0,0.16666666666666666,17.3331565,394,0.003489377070488957,0.007096814600283904,7.433219982344437,15.416866160087363,4.658101289331231,44.48229769991262,0.00019881500746852417,0.00031738565655666266,0.00038929889065254114,0.0014788008746406582,0.0024994480328367928,0.0019798888086515636,0.006977896745108529,7.788809176231274,24.360778042362323,0.0002987014228357372,10.085504404777799,2,0.908654507089142,2,alpha,0.21
serpentine,12,1900.7531999999999,1.055974,2.2066666666666666,5.91,9.172640666666666,7.5,300.0,0.16666666666666666,16.839307333333334,394,0.00350306847106708,0.007080988592576279,7.470826801688316,15.344669484791211,4.160639360397221,40.98229769991262,0.00019628077951207572,0.000342195385115564,0.0003878223014362785,0.0014801348168202607,0.002509909768763545,0.001989008194547389,0.006963043767939807,7.821525381026896,22.377836370335135,0.00029921018736251017,9.398015217123106,1,0.934387718843743,1,alpha,0.21
center_out,12,6201.720900000001,3.4454005,2.2066666666666666,5.91,11.562067166666667,7.5,300.0,0.16666666666666666,19.228733833333333,394,0.0034977763933876135,0.007531318681597472,5.815809911082246,13.855910764713776,9.891349496335634,95.379792538906,0.00026817865992204414,0.0003825503004095474,0.0004271894663510397,0.0014673592446664055,0.002242927363248121,0.0018971317815100316,0.007394238788795893,6.315267724100042,52.16507490968653,0.0003528941473078327,19.522396834504878,4,0.07740141348600224,4,alpha,0.24
minimum_time,12,1552.0,0.8622222222222222,2.2066666666666666,5.91,8.97888888888889,7.5,300.0,0.16666666666666666,16.645555555555557,394,0.0035191496472020017,0.006782962611927285,6.377092432306907,13.58352080031654,6.244273080053569,61.50608983852766,0.00018562142871251906,0.00034835882199312515,0.0005582511143962304,0.0014772654071833976,0.0025702811406035594,0.00197296603617771,0.0066720419621954805,6.824761810823442,33.5710412880947,0.0003746998961349279,13.116244896364305,3,0.5937329202918534,3,alpha,0.24
row_major,12,2789.6817,1.5498231666666666,2.2066666666666666,5.91,9.666489833333333,7.5,300.0,0.16666666666666666,17.3331565,394,0.0034545586018251487,0.007019850383210631,6.505305101103573,13.497829538617877,4.642872862935292,44.38229769991263,0.00019792067758796428,0.0003161636381256881,0.00038685300040263744,0.001475252313251253,0.0024657510345369067,0.0019562417075823456,0.006898683979023611,6.939686587929938,24.293874493720942,0.00029699377564751926,9.892247375628035,2,0.9103610003486718,2,alpha,0.24
serpentine,12,1900.7531999999999,1.055974,2.2066666666666666,5.91,9.172640666666666,7.5,300.0,0.16666666666666666,16.839307333333334,394,0.0034682194803568596,0.007007043071487052,6.538740848682736,13.42556887606541,4.145410934001282,40.83229769991262,0.0001954771315646474,0.00034095212822740043,0.0003879219247082163,0.0014768333924247104,0.0024788940779101433,0.0019664878891656862,0.00688677618847115,6.9665563858016,22.28694354608244,0.0002986380818829496,9.195193533047338,1,0.9374525347186714,1,alpha,0.24
