part_id,layer_id,cell_i,cell_j,travel_distance_mm,adjacent_flag,spatial_weight,dx_mm,dy_mm,dx_grid,dy_grid,bearing_deg,direction_8,same_row_flag,same_col_flag,queen_adjacent_flag,contact_type,shared_boundary_mm,manhattan_distance_mm,manhattan_grid_distance,chebyshev_grid_distance,proximity_class,local_relation_flag,same_type_flag,i_grid_x,i_grid_y,i_x_mm,i_y_mm,i_xmin_mm,i_xmax_mm,i_ymin_mm,i_ymax_mm,i_type,j_grid_x,j_grid_y,j_x_mm,j_y_mm,j_xmin_mm,j_xmax_mm,j_ymin_mm,j_ymax_mm,j_type
part_A,1,L01_C001,L01_C012,8.9443,0,0.488927,8,4,2,1,26.56505118,NE,0,0,0,none,0,12,3,2,mid,1,0,0,0,2,2,0,4,0,4,boundary,2,1,10,6,8,12,4,8,interior
part_A,1,L01_C001,L01_C013,11.3137,0,0.404503,8,8,2,2,45,NE,0,0,0,none,0,16,4,2,mid,1,1,0,0,2,2,0,4,0,4,boundary,2,2,10,10,8,12,8,12,boundary
part_A,1,L01_C001,L01_C014,14.4222,0,0.315443,8,12,2,3,56.30993247,NE,0,0,0,none,0,20,5,3,far,0,0,0,0,2,2,0,4,0,4,boundary,2,3,10,14,8,12,12,16,interior
part_A,1,L01_C001,L01_C015,17.8885,0,0.23905,8,16,2,4,63.43494882,NE,0,0,0,none,0,24,6,4,far,0,1,0,0,2,2,0,4,0,4,boundary,2,4,10,18,8,12,16,20,boundary
part_A,1,L01_C001,L01_C016,12,0,0.382893,12,0,3,0,0,E,1,0,0,none,0,12,3,3,mid,0,1,0,0,2,2,0,4,0,4,boundary,3,0,14,2,12,16,0,4,boundary
part_A,1,L01_C001,L01_C017,12.6491,0,0.363517,12,4,3,1,18.43494882,E,0,0,0,none,0,16,4,3,far,0,1,0,0,2,2,0,4,0,4,boundary,3,1,14,6,12,16,4,8,boundary
part_A,1,L01_C001,L01_C018,16.9706,0,0.257266,12,12,3,3,45,NE,0,0,0,none,0,24,6,3,far,0,1,0,0,2,2,0,4,0,4,boundary,3,3,14,14,12,16,12,16,boundary
part_A,1,L01_C001,L01_C019,20,0,0.201897,12,16,3,4,53.13010235,NE,0,0,0,none,0,28,7,4,far,0,1,0,0,2,2,0,4,0,4,boundary,3,4,14,18,12,16,16,20,boundary
part_A,1,L01_C001,L01_C020,16,0,0.278037,16,0,4,0,0,E,1,0,0,none,0,16,4,4,far,0,1,0,0,2,2,0,4,0,4,boundary,4,0,18,2,16,20,0,4,boundary
part_A,1,L01_C001,L01_C021,16.4924,0,0.267297,16,4,4,1,14.03624347,E,0,0,0,none,0,20,5,4,far,0,1,0,0,2,2,0,4,0,4,boundary,4,1,18,6,16,20,4,8,boundary
part_A,1,L01_C001,L01_C022,20,0,0.201897,16,12,4,3,36.86989765,NE,0,0,0,none,0,28,7,4,far,0,1,0,0,2,2,0,4,0,4,boundary,4,3,18,14,16,20,12,16,boundary
part_A,1,L01_C001,L01_C023,22.6274,0,0.163622,16,16,4,4,45,NE,0,0,0,none,0,32,8,4,far,0,1,0,0,2,2,0,4,0,4,boundary,4,4,18,18,16,20,16,20,boundary
part_A,1,L01_C001,L01_C024,20,0,0.201897,20,0,5,0,0,E,1,0,0,none,0,20,5,5,far,0,1,0,0,2,2,0,4,0,4,boundary,5,0,22,2,20,24,0,4,boundary
part_A,1,L01_C001,L01_C025,20.3961,0,0.195599,20,4,5,1,11.30993247,E,0,0,0,none,0,24,6,5,far,0,0,0,0,2,2,0,4,0,4,boundary,5,1,22,6,20,24,4,8,interior
part_A,1,L01_C001,L01_C026,21.5407,0,0.178485,20,8,5,2,21.80140949,E,0,0,0,none,0,28,7,5,far,0,1,0,0,2,2,0,4,0,4,boundary,5,2,22,10,20,24,8,12,boundary
part_A,1,L01_C001,L01_C027,23.3238,0,0.154756,20,12,5,3,30.96375653,NE,0,0,0,none,0,32,8,5,far,0,0,0,0,2,2,0,4,0,4,boundary,5,3,22,14,20,24,12,16,interior
part_A,1,L01_C001,L01_C028,25.6125,0,0.128864,20,16,5,4,38.65980825,NE,0,0,0,none,0,36,9,5,far,0,1,0,0,2,2,0,4,0,4,boundary,5,4,22,18,20,24,16,20,boundary
part_A,1,L01_C001,L01_C029,24,0,0.146607,24,0,6,0,0,E,1,0,0,none,0,24,6,6,far,0,1,0,0,2,2,0,4,0,4,boundary,6,0,26,2,24,28,0,4,boundary
part_A,1,L01_C001,L01_C030,24.3311,0,0.142775,24,4,6,1,9.462322208,E,0,0,0,none,0,28,7,6,far,0,0,0,0,2,2,0,4,0,4,boundary,6,1,26,6,24,28,4,8,interior
part_A,1,L01_C001,L01_C031,25.2982,0,0.132145,24,8,6,2,18.43494882,E,0,0,0,none,0,32,8,6,far,0,0,0,0,2,2,0,4,0,4,boundary,6,2,26,10,24,28,8,12,interior
part_A,1,L01_C001,L01_C032,26.8328,0,0.116878,24,12,6,3,26.56505118,NE,0,0,0,none,0,36,9,6,far,0,0,0,0,2,2,0,4,0,4,boundary,6,3,26,14,24,28,12,16,interior
part_A,1,L01_C001,L01_C033,28.8444,0,0.099504,24,16,6,4,33.69006753,NE,0,0,0,none,0,40,10,6,far,0,1,0,0,2,2,0,4,0,4,boundary,6,4,26,18,24,28,16,20,boundary
part_A,1,L01_C001,L01_C034,28,0,0.106459,28,0,7,0,0,E,1,0,0,none,0,28,7,7,far,0,1,0,0,2,2,0,4,0,4,boundary,7,0,30,2,28,32,0,4,boundary
part_A,1,L01_C001,L01_C035,28.2843,0,0.104065,28,4,7,1,8.130102354,E,0,0,0,none,0,32,8,7,far,0,1,0,0,2,2,0,4,0,4,boundary,7,1,30,6,28,32,4,8,boundary
part_A,1,L01_C001,L01_C036,29.1204,0,0.097331,28,8,7,2,15.9453959,E,0,0,0,none,0,36,9,7,far,0,1,0,0,2,2,0,4,0,4,boundary,7,2,30,10,28,32,8,12,boundary
part_A,1,L01_C001,L01_C037,30.4631,0,0.087419,28,12,7,3,23.19859051,NE,0,0,0,none,0,40,10,7,far,0,1,0,0,2,2,0,4,0,4,boundary,7,3,30,14,28,32,12,16,boundary
part_A,1,L01_C001,L01_C038,32.249,0,0.07578,28,16,7,4,29.7448813,NE,0,0,0,none,0,44,11,7,far,0,1,0,0,2,2,0,4,0,4,boundary,7,4,30,18,28,32,16,20,boundary
part_A,1,L01_C002,L01_C001,4,1,0.726149,0,-4,0,-1,-90,S,0,1,1,edge,4,4,1,1,adjacent_or_overlap,1,1,0,1,2,6,0,4,4,8,boundary,0,0,2,2,0,4,0,4,boundary
part_A,1,L01_C002,L01_C003,4,1,0.726149,0,4,0,1,90,N,0,1,1,edge,4,4,1,1,adjacent_or_overlap,1,1,0,1,2,6,0,4,4,8,boundary,0,2,2,10,0,4,8,12,boundary
part_A,1,L01_C002,L01_C004,8,0,0.527292,0,8,0,2,90,N,0,1,0,none,0,8,2,2,near,1,1,0,1,2,6,0,4,4,8,boundary,0,3,2,14,0,4,12,16,boundary
part_A,1,L01_C002,L01_C005,12,0,0.382893,0,12,0,3,90,N,0,1,0,none,0,12,3,3,mid,0,1,0,1,2,6,0,4,4,8,boundary,0,4,2,18,0,4,16,20,boundary
part_A,1,L01_C002,L01_C006,5.6569,0,0.636005,4,-4,1,-1,-45,SE,0,0,1,corner,0,8,2,1,near,1,1,0,1,2,6,0,4,4,8,boundary,1,0,6,2,4,8,0,4,boundary
part_A,1,L01_C002,L01_C007,4,1,0.726149,4,0,1,0,0,E,1,0,1,edge,4,4,1,1,adjacent_or_overlap,1,0,0,1,2,6,0,4,4,8,boundary,1,1,6,6,4,8,4,8,interior
part_A,1,L01_C002,L01_C008,5.6569,0,0.636005,4,4,1,1,45,NE,0,0,1,corner,0,8,2,1,near,1,0,0,1,2,6,0,4,4,8,boundary,1,2,6,10,4,8,8,12,interior
part_A,1,L01_C002,L01_C009,8.9443,0,0.488927,4,8,1,2,63.43494882,NE,0,0,0,none,0,12,3,2,mid,1,0,0,1,2,6,0,4,4,8,boundary,1,3,6,14,4,8,12,16,interior
part_A,1,L01_C002,L01_C010,12.6491,0,0.363517,4,12,1,3,71.56505118,N,0,0,0,none,0,16,4,3,far,0,1,0,1,2,6,0,4,4,8,boundary,1,4,6,18,4,8,16,20,boundary
part_A,1,L01_C002,L01_C011,8.9443,0,0.488927,8,-4,2,-1,-26.56505118,SE,0,0,0,none,0,12,3,2,mid,1,1,0,1,2,6,0,4,4,8,boundary,2,0,10,2,8,12,0,4,boundary
part_A,1,L01_C002,L01_C012,8,0,0.527292,8,0,2,0,0,E,1,0,0,none,0,8,2,2,near,1,0,0,1,2,6,0,4,4,8,boundary,2,1,10,6,8,12,4,8,interior
part_A,1,L01_C002,L01_C013,8.9443,0,0.488927,8,4,2,1,26.56505118,NE,0,0,0,none,0,12,3,2,mid,1,1,0,1,2,6,0,4,4,8,boundary,2,2,10,10,8,12,8,12,boundary
part_A,1,L01_C002,L01_C014,11.3137,0,0.404503,8,8,2,2,45,NE,0,0,0,none,0,16,4,2,mid,1,0,0,1,2,6,0,4,4,8,boundary,2,3,10,14,8,12,12,16,interior
part_A,1,L01_C002,L01_C015,14.4222,0,0.315443,8,12,2,3,56.30993247,NE,0,0,0,none,0,20,5,3,far,0,1,0,1,2,6,0,4,4,8,boundary,2,4,10,18,8,12,16,20,boundary
part_A,1,L01_C002,L01_C016,12.6491,0,0.363517,12,-4,3,-1,-18.43494882,E,0,0,0,none,0,16,4,3,far,0,1,0,1,2,6,0,4,4,8,boundary,3,0,14,2,12,16,0,4,boundary
part_A,1,L01_C002,L01_C017,12,0,0.382893,12,0,3,0,0,E,1,0,0,none,0,12,3,3,mid,0,1,0,1,2,6,0,4,4,8,boundary,3,1,14,6,12,16,4,8,boundary
part_A,1,L01_C002,L01_C018,14.4222,0,0.315443,12,8,3,2,33.69006753,NE,0,0,0,none,0,20,5,3,far,0,1,0,1,2,6,0,4,4,8,boundary,3,3,14,14,12,16,12,16,boundary
part_A,1,L01_C002,L01_C019,16.9706,0,0.257266,12,12,3,3,45,NE,0,0,0,none,0,24,6,3,far,0,1,0,1,2,6,0,4,4,8,boundary,3,4,14,18,12,16,16,20,boundary
part_A,1,L01_C002,L01_C020,16.4924,0,0.267297,16,-4,4,-1,-14.03624347,E,0,0,0,none,0,20,5,4,far,0,1,0,1,2,6,0,4,4,8,boundary,4,0,18,2,16,20,0,4,boundary
part_A,1,L01_C002,L01_C021,16,0,0.278037,16,0,4,0,0,E,1,0,0,none,0,16,4,4,far,0,1,0,1,2,6,0,4,4,8,boundary,4,1,18,6,16,20,4,8,boundary
part_A,1,L01_C002,L01_C022,17.8885,0,0.23905,16,8,4,2,26.56505118,NE,0,0,0,none,0,24,6,4,far,0,1,0,1,2,6,0,4,4,8,boundary,4,3,18,14,16,20,12,16,boundary
part_A,1,L01_C002,L01_C023,20,0,0.201897,16,12,4,3,36.86989765,NE,0,0,0,none,0,28,7,4,far,0,1,0,1,2,6,0,4,4,8,boundary,4,4,18,18,16,20,16,20,boundary
part_A,1,L01_C002,L01_C024,20.3961,0,0.195599,20,-4,5,-1,-11.30993247,E,0,0,0,none,0,24,6,5,far,0,1,0,1,2,6,0,4,4,8,boundary,5,0,22,2,20,24,0,4,boundary
part_A,1,L01_C002,L01_C025,20,0,0.201897,20,0,5,0,0,E,1,0,0,none,0,20,5,5,far,0,0,0,1,2,6,0,4,4,8,boundary,5,1,22,6,20,24,4,8,interior
part_A,1,L01_C002,L01_C026,20.3961,0,0.195599,20,4,5,1,11.30993247,E,0,0,0,none,0,24,6,5,far,0,1,0,1,2,6,0,4,4,8,boundary,5,2,22,10,20,24,8,12,boundary
part_A,1,L01_C002,L01_C027,21.5407,0,0.178485,20,8,5,2,21.80140949,E,0,0,0,none,0,28,7,5,far,0,0,0,1,2,6,0,4,4,8,boundary,5,3,22,14,20,24,12,16,interior
part_A,1,L01_C002,L01_C028,23.3238,0,0.154756,20,12,5,3,30.96375653,NE,0,0,0,none,0,32,8,5,far,0,1,0,1,2,6,0,4,4,8,boundary,5,4,22,18,20,24,16,20,boundary
part_A,1,L01_C002,L01_C029,24.3311,0,0.142775,24,-4,6,-1,-9.462322208,E,0,0,0,none,0,28,7,6,far,0,1,0,1,2,6,0,4,4,8,boundary,6,0,26,2,24,28,0,4,boundary
part_A,1,L01_C002,L01_C030,24,0,0.146607,24,0,6,0,0,E,1,0,0,none,0,24,6,6,far,0,0,0,1,2,6,0,4,4,8,boundary,6,1,26,6,24,28,4,8,interior
part_A,1,L01_C002,L01_C031,24.3311,0,0.142775,24,4,6,1,9.462322208,E,0,0,0,none,0,28,7,6,far,0,0,0,1,2,6,0,4,4,8,boundary,6,2,26,10,24,28,8,12,interior
part_A,1,L01_C002,L01_C032,25.2982,0,0.132145,24,8,6,2,18.43494882,E,0,0,0,none,0,32,8,6,far,0,0,0,1,2,6,0,4,4,8,boundary,6,3,26,14,24,28,12,16,interior
part_A,1,L01_C002,L01_C033,26.8328,0,0.116878,24,12,6,3,26.56505118,NE,0,0,0,none,0,36,9,6,far,0,1,0,1,2,6,0,4,4,8,boundary,6,4,26,18,24,28,16,20,boundary
part_A,1,L01_C002,L01_C034,28.2843,0,0.104065,28,-4,7,-1,-8.130102354,E,0,0,0,none,0,32,8,7,far,0,1,0,1,2,6,0,4,4,8,boundary,7,0,30,2,28,32,0,4,boundary
part_A,1,L01_C002,L01_C035,28,0,0.106459,28,0,7,0,0,E,1,0,0,none,0,28,7,7,far,0,1,0,1,2,6,0,4,4,8,boundary,7,1,30,6,28,32,4,8,boundary
part_A,1,L01_C002,L01_C036,28.2843,0,0.104065,28,4,7,1,8.130102354,E,0,0,0,none,0,32,8,7,far,0,1,0,1,2,6,0,4,4,8,boundary,7,2,30,10,28,32,8,12,boundary
part_A,1,L01_C002,L01_C037,29.1204,0,0.097331,28,8,7,2,15.9453959,E,0,0,0,none,0,36,9,7,far,0,1,0,1,2,6,0,4,4,8,boundary,7,3,30,14,28,32,12,16,boundary
part_A,1,L01_C002,L01_C038,30.4631,0,0.087419,28,12,7,3,23.19859051,NE,0,0,0,none,0,40,10,7,far,0,1,0,1,2,6,0,4,4,8,boundary,7,4,30,18,28,32,16,20,boundary
part_A,1,L01_C003,L01_C001,8,0,0.527292,0,-8,0,-2,-90,S,0,1,0,none,0,8,2,2,near,1,1,0,2,2,10,0,4,8,12,boundary,0,0,2,2,0,4,0,4,boundary
part_A,1,L01_C003,L01_C002,4,1,0.726149,0,-4,0,-1,-90,S,0,1,1,edge,4,4,1,1,adjacent_or_overlap,1,1,0,2,2,10,0,4,8,12,boundary,0,1,2,6,0,4,4,8,boundary
part_A,1,L01_C003,L01_C004,4,1,0.726149,0,4,0,1,90,N,0,1,1,edge,4,4,1,1,adjacent_or_overlap,1,1,0,2,2,10,0,4,8,12,boundary,0,3,2,14,0,4,12,16,boundary
part_A,1,L01_C003,L01_C005,8,0,0.527292,0,8,0,2,90,N,0,1,0,none,0,8,2,2,near,1,1,0,2,2,10,0,4,8,12,boundary,0,4,2,18,0,4,16,20,boundary
part_A,1,L01_C003,L01_C006,8.9443,0,0.488927,4,-8,1,-2,-63.43494882,SE,0,0,0,none,0,12,3,2,mid,1,1,0,2,2,10,0,4,8,12,boundary,1,0,6,2,4,8,0,4,boundary
part_A,1,L01_C003,L01_C007,5.6569,0,0.636005,4,-4,1,-1,-45,SE,0,0,1,corner,0,8,2,1,near,1,0,0,2,2,10,0,4,8,12,boundary,1,1,6,6,4,8,4,8,interior
part_A,1,L01_C003,L01_C008,4,1,0.726149,4,0,1,0,0,E,1,0,1,edge,4,4,1,1,adjacent_or_overlap,1,0,0,2,2,10,0,4,8,12,boundary,1,2,6,10,4,8,8,12,interior
part_A,1,L01_C003,L01_C009,5.6569,0,0.636005,4,4,1,1,45,NE,0,0,1,corner,0,8,2,1,near,1,0,0,2,2,10,0,4,8,12,boundary,1,3,6,14,4,8,12,16,interior
part_A,1,L01_C003,L01_C010,8.9443,0,0.488927,4,8,1,2,63.43494882,NE,0,0,0,none,0,12,3,2,mid,1,1,0,2,2,10,0,4,8,12,boundary,1,4,6,18,4,8,16,20,boundary
part_A,1,L01_C003,L01_C011,11.3137,0,0.404503,8,-8,2,-2,-45,SE,0,0,0,none,0,16,4,2,mid,1,1,0,2,2,10,0,4,8,12,boundary,2,0,10,2,8,12,0,4,boundary
part_A,1,L01_C003,L01_C012,8.9443,0,0.488927,8,-4,2,-1,-26.56505118,SE,0,0,0,none,0,12,3,2,mid,1,0,0,2,2,10,0,4,8,12,boundary,2,1,10,6,8,12,4,8,interior
part_A,1,L01_C003,L01_C013,8,0,0.527292,8,0,2,0,0,E,1,0,0,none,0,8,2,2,near,1,1,0,2,2,10,0,4,8,12,boundary,2,2,10,10,8,12,8,12,boundary
part_A,1,L01_C003,L01_C014,8.9443,0,0.488927,8,4,2,1,26.56505118,NE,0,0,0,none,0,12,3,2,mid,1,0,0,2,2,10,0,4,8,12,boundary,2,3,10,14,8,12,12,16,interior
part_A,1,L01_C003,L01_C015,11.3137,0,0.404503,8,8,2,2,45,NE,0,0,0,none,0,16,4,2,mid,1,1,0,2,2,10,0,4,8,12,boundary,2,4,10,18,8,12,16,20,boundary
part_A,1,L01_C003,L01_C016,14.4222,0,0.315443,12,-8,3,-2,-33.69006753,SE,0,0,0,none,0,20,5,3,far,0,1,0,2,2,10,0,4,8,12,boundary,3,0,14,2,12,16,0,4,boundary
part_A,1,L01_C003,L01_C017,12.6491,0,0.363517,12,-4,3,-1,-18.43494882,E,0,0,0,none,0,16,4,3,far,0,1,0,2,2,10,0,4,8,12,boundary,3,1,14,6,12,16,4,8,boundary
part_A,1,L01_C003,L01_C018,12.6491,0,0.363517,12,4,3,1,18.43494882,E,0,0,0,none,0,16,4,3,far,0,1,0,2,2,10,0,4,8,12,boundary,3,3,14,14,12,16,12,16,boundary
part_A,1,L01_C003,L01_C019,14.4222,0,0.315443,12,8,3,2,33.69006753,NE,0,0,0,none,0,20,5,3,far,0,1,0,2,2,10,0,4,8,12,boundary,3,4,14,18,12,16,16,20,boundary
part_A,1,L01_C003,L01_C020,17.8885,0,0.23905,16,-8,4,-2,-26.56505118,SE,0,0,0,none,0,24,6,4,far,0,1,0,2,2,10,0,4,8,12,boundary,4,0,18,2,16,20,0,4,boundary
part_A,1,L01_C003,L01_C021,16.4924,0,0.267297,16,-4,4,-1,-14.03624347,E,0,0,0,none,0,20,5,4,far,0,1,0,2,2,10,0,4,8,12,boundary,4,1,18,6,16,20,4,8,boundary
part_A,1,L01_C003,L01_C022,16.4924,0,0.267297,16,4,4,1,14.03624347,E,0,0,0,none,0,20,5,4,far,0,1,0,2,2,10,0,4,8,12,boundary,4,3,18,14,16,20,12,16,boundary
part_A,1,L01_C003,L01_C023,17.8885,0,0.23905,16,8,4,2,26.56505118,NE,0,0,0,none,0,24,6,4,far,0,1,0,2,2,10,0,4,8,12,boundary,4,4,18,18,16,20,16,20,boundary
part_A,1,L01_C003,L01_C024,21.5407,0,0.178485,20,-8,5,-2,-21.80140949,E,0,0,0,none,0,28,7,5,far,0,1,0,2,2,10,0,4,8,12,boundary,5,0,22,2,20,24,0,4,boundary
part_A,1,L01_C003,L01_C025,20.3961,0,0.195599,20,-4,5,-1,-11.30993247,E,0,0,0,none,0,24,6,5,far,0,0,0,2,2,10,0,4,8,12,boundary,5,1,22,6,20,24,4,8,interior
part_A,1,L01_C003,L01_C026,20,0,0.201897,20,0,5,0,0,E,1,0,0,none,0,20,5,5,far,0,1,0,2,2,10,0,4,8,12,boundary,5,2,22,10,20,24,8,12,boundary
part_A,1,L01_C003,L01_C027,20.3961,0,0.195599,20,4,5,1,11.30993247,E,0,0,0,none,0,24,6,5,far,0,0,0,2,2,10,0,4,8,12,boundary,5,3,22,14,20,24,12,16,interior
part_A,1,L01_C003,L01_C028,21.5407,0,0.178485,20,8,5,2,21.80140949,E,0,0,0,none,0,28,7,5,far,0,1,0,2,2,10,0,4,8,12,boundary,5,4,22,18,20,24,16,20,boundary
part_A,1,L01_C003,L01_C029,25.2982,0,0.132145,24,-8,6,-2,-18.43494882,E,0,0,0,none,0,32,8,6,far,0,1,0,2,2,10,0,4,8,12,boundary,6,0,26,2,24,28,0,4,boundary
part_A,1,L01_C003,L01_C030,24.3311,0,0.142775,24,-4,6,-1,-9.462322208,E,0,0,0,none,0,28,7,6,far,0,0,0,2,2,10,0,4,8,12,boundary,6,1,26,6,24,28,4,8,interior
part_A,1,L01_C003,L01_C031,24,0,0.146607,24,0,6,0,0,E,1,0,0,none,0,24,6,6,far,0,0,0,2,2,10,0,4,8,12,boundary,6,2,26,10,24,28,8,12,interior
part_A,1,L01_C003,L01_C032,24.3311,0,0.142775,24,4,6,1,9.462322208,E,0,0,0,none,0,28,7,6,far,0,0,0,2,2,10,0,4,8,12,boundary,6,3,26,14,24,28,12,16,interior
part_A,1,L01_C003,L01_C033,25.2982,0,0.132145,24,8,6,2,18.43494882,E,0,0,0,none,0,32,8,6,far,0,1,0,2,2,10,0,4,8,12,boundary,6,4,26,18,24,28,16,20,boundary
part_A,1,L01_C003,L01_C034,29.1204,0,0.097331,28,-8,7,-2,-15.9453959,E,0,0,0,none,0,36,9,7,far,0,1,0,2,2,10,0,4,8,12,boundary,7,0,30,2,28,32,0,4,boundary
part_A,1,L01_C003,L01_C035,28.2843,0,0.104065,28,-4,7,-1,-8.130102354,E,0,0,0,none,0,32,8,7,far,0,1,0,2,2,10,0,4,8,12,boundary,7,1,30,6,28,32,4,8,boundary
part_A,1,L01_C003,L01_C036,28,0,0.106459,28,0,7,0,0,E,1,0,0,none,0,28,7,7,far,0,1,0,2,2,10,0,4,8,12,boundary,7,2,30,10,28,32,8,12,boundary
part_A,1,L01_C003,L01_C037,28.2843,0,0.104065,28,4,7,1,8.130102354,E,0,0,0,none,0,32,8,7,far,0,1,0,2,2,10,0,4,8,12,boundary,7,3,30,14,28,32,12,16,boundary
part_A,1,L01_C003,L01_C038,29.1204,0,0.097331,28,8,7,2,15.9453959,E,0,0,0,none,0,36,9,7,far,0,1,0,2,2,10,0,4,8,12,boundary,7,4,30,18,28,32,16,20,boundary
part_A,1,L01_C004,L01_C001,12,0,0.382893,0,-12,0,-3,-90,S,0,1,0,none,0,12,3,3,mid,0,1,0,3,2,14,0,4,12,16,boundary,0,0,2,2,0,4,0,4,boundary
part_A,1,L01_C004,L01_C002,8,0,0.527292,0,-8,0,-2,-90,S,0,1,0,none,0,8,2,2,near,1,1,0,3,2,14,0,4,12,16,boundary,0,1,2,6,0,4,4,8,boundary
part_A,1,L01_C004,L01_C003,4,1,0.726149,0,-4,0,-1,-90,S,0,1,1,edge,4,4,1,1,adjacent_or_overlap,1,1,0,3,2,14,0,4,12,16,boundary,0,2,2,10,0,4,8,12,boundary
part_A,1,L01_C004,L01_C005,4,1,0.726149,0,4,0,1,90,N,0,1,1,edge,4,4,1,1,adjacent_or_overlap,1,1,0,3,2,14,0,4,12,16,boundary,0,4,2,18,0,4,16,20,boundary
part_A,1,L01_C004,L01_C006,12.6491,0,0.363517,4,-12,1,-3,-71.56505118,S,0,0,0,none,0,16,4,3,far,0,1,0,3,2,14,0,4,12,16,boundary,1,0,6,2,4,8,0,4,boundary
part_A,1,L01_C004,L01_C007,8.9443,0,0.488927,4,-8,1,-2,-63.43494882,SE,0,0,0,none,0,12,3,2,mid,1,0,0,3,2,14,0,4,12,16,boundary,1,1,6,6,4,8,4,8,interior
part_A,1,L01_C004,L01_C008,5.6569,0,0.636005,4,-4,1,-1,-45,SE,0,0,1,corner,0,8,2,1,near,1,0,0,3,2,14,0,4,12,16,boundary,1,2,6,10,4,8,8,12,interior
part_A,1,L01_C004,L01_C009,4,1,0.726149,4,0,1,0,0,E,1,0,1,edge,4,4,1,1,adjacent_or_overlap,1,0,0,3,2,14,0,4,12,16,boundary,1,3,6,14,4,8,12,16,interior
part_A,1,L01_C004,L01_C010,5.6569,0,0.636005,4,4,1,1,45,NE,0,0,1,corner,0,8,2,1,near,1,1,0,3,2,14,0,4,12,16,boundary,1,4,6,18,4,8,16,20,boundary
part_A,1,L01_C004,L01_C011,14.4222,0,0.315443,8,-12,2,-3,-56.30993247,SE,0,0,0,none,0,20,5,3,far,0,1,0,3,2,14,0,4,12,16,boundary,2,0,10,2,8,12,0,4,boundary
part_A,1,L01_C004,L01_C012,11.3137,0,0.404503,8,-8,2,-2,-45,SE,0,0,0,none,0,16,4,2,mid,1,0,0,3,2,14,0,4,12,16,boundary,2,1,10,6,8,12,4,8,interior
part_A,1,L01_C004,L01_C013,8.9443,0,0.488927,8,-4,2,-1,-26.56505118,SE,0,0,0,none,0,12,3,2,mid,1,1,0,3,2,14,0,4,12,16,boundary,2,2,10,10,8,12,8,12,boundary
part_A,1,L01_C004,L01_C014,8,0,0.527292,8,0,2,0,0,E,1,0,0,none,0,8,2,2,near,1,0,0,3,2,14,0,4,12,16,boundary,2,3,10,14,8,12,12,16,interior
